name,,count
United States of America,2526135,162665650
United States of America,252068,162665650
United States of America,2091036,162665650
United States of America,1930799.5,162665650
United States of America,4053287,162665650
United States of America,2983947,162665650
United States of America,2464454,162665650
United States of America,5915976,162665650
United States of America,8097410,162665650
United States of America,2445216.5,162665650
United States of America,13524139,162665650
United States Virgin Islands,32543,32543
Uruguay,21714,1759166
Uruguay,21093,1759166
Uruguay,23279,1759166
Uruguay,19698,1759166
Uruguay,32234,1759166
Uruguay,32072.5,1759166
Uruguay,2432,1759166
Uruguay,4775.5,1759166
Uruguay,53065.5,1759166
Uruguay,11450,1759166
Uruguay,3749,1759166
Uruguay,26668.5,1759166
Uruguay,15264.5,1759166
Uruguay,2438,1759166
Uruguay,39602.5,1759166
Uruguay,51877.5,1759166
Uruguay,84140,1759166
