name,,count
China,617529,293130137
China,485898.5,293130137
China,89220,293130137
China,528811,293130137
China,351915.5,293130137
China,218427,293130137
China,19357,293130137
China,270236.5,293130137
China,32023,293130137
China,74214,293130137
China,116156.5,293130137
China,54923,293130137
China,397825,293130137
China,443111.5,293130137
China,657833.5,293130137
China,79685,293130137
China,74937.5,293130137
China,954957.5,293130137
China,866000,293130137
China,1023000,293130137
China,1126000,293130137
China,765978,293130137
China,1425000,293130137
China,806000,293130137
China,356425,293130137
China,982000,293130137
China,839000,293130137
China,771000,293130137
China,1548668.5,293130137
China,2174000,293130137
China,1006427,293130137
China,1097766,293130137
China,1369623.5,293130137
China,1417666,293130137
China,1164332.5,293130137
China,1496545.5,293130137
China,1645096.5,293130137
China,1428823.5,293130137
China,2138988.5,293130137
China,163478,293130137
China,493092,293130137
China,139225,293130137
China,649883.5,293130137
China,50,293130137
China,107092,293130137
China,637742.5,293130137
China,132942.5,293130137
China,354080.5,293130137
China,886256,293130137
China,823571.5,293130137
China,1711952,293130137
China,1964000,293130137
China,1113895,293130137
China,674507.5,293130137
China,59314.5,293130137
China,282391.5,293130137
China,403489,293130137
China,140670.5,293130137
China,109824,293130137
China,123415,293130137
China,1025000,293130137
China,102400,293130137
China,826000,293130137
China,887801,293130137
China,830068,293130137
China,253390,293130137
China,925000,293130137
China,142620,293130137
China,2204737,293130137
China,1494659,293130137
China,1419137.5,293130137
China,2601153.5,293130137
China,2254122.5,293130137
China,1176334.5,293130137
China,909615,293130137
China,1607836,293130137
China,1321433.5,293130137
China,572555,293130137
China,1250238.5,293130137
China,811827,293130137
China,203870,293130137
China,221118.5,293130137
China,784774.5,293130137
China,154936,293130137
China,948244,293130137
China,684379.5,293130137
China,135337.5,293130137
China,907765.5,293130137
China,818176,293130137
China,1239327.5,293130137
China,1467486.5,293130137
China,169160,293130137
China,218960,293130137
China,187865,293130137
China,472069.5,293130137
China,657614,293130137
China,666561.5,293130137
China,1261682,293130137
China,4291796,293130137
China,1865385,293130137
China,2282609,293130137
China,1485394,293130137
China,2416816.5,293130137
China,5214014,293130137
China,1892860,293130137
China,5990912.5,293130137
China,4528000,293130137
China,3617406,293130137
China,2817737.5,293130137
China,5713603,293130137
China,2338969,293130137
China,1977337,293130137
China,2325062.5,293130137
China,4149596,293130137
China,2433633,293130137
China,5473103.5,293130137
China,2110675.5,293130137
China,3383005,293130137
China,2442564.5,293130137
China,2860210.5,293130137
China,1229664.5,293130137
China,3425441.5,293130137
China,1829612.5,293130137
China,4036718.5,293130137
China,9293300.5,293130137
China,14797756,293130137
Colombia,61029,23900626
Colombia,58257,23900626
Colombia,18024.5,23900626
Colombia,120071.5,23900626
Colombia,177802,23900626
Colombia,121830.5,23900626
Colombia,17058.5,23900626
Colombia,27081.5,23900626
Colombia,22035,23900626
Colombia,123170,23900626
Colombia,520704,23900626
Colombia,65781,23900626
Colombia,47225,23900626
Colombia,94912,23900626
Colombia,297627.5,23900626
Colombia,21675,23900626
Colombia,12163.5,23900626
Colombia,35315,23900626
Colombia,33194,23900626
Colombia,42257.5,23900626
Colombia,139445.5,23900626
Colombia,49634.5,23900626
Colombia,96598,23900626
Colombia,23120.5,23900626
Colombia,46688,23900626
Colombia,21323.5,23900626
Colombia,112808.5,23900626
Colombia,314797.5,23900626
Colombia,504434,23900626
Colombia,31813.5,23900626
Colombia,1250,23900626
Colombia,87599,23900626
Colombia,13853,23900626
Colombia,318566,23900626
Colombia,43027,23900626
Colombia,93673.5,23900626
Colombia,246596,23900626
Colombia,164281.5,23900626
Colombia,54468.5,23900626
Colombia,2351,23900626
Colombia,1487,23900626
Colombia,83942,23900626
Colombia,39628.5,23900626
Colombia,109741,23900626
Colombia,239787.5,23900626
Colombia,19719.5,23900626
Colombia,46530.5,23900626
Colombia,25030,23900626
Colombia,52917,23900626
Colombia,83401.5,23900626
Colombia,2126.5,23900626
Colombia,8181.5,23900626
Colombia,12304,23900626
Colombia,8038.5,23900626
Colombia,456304.5,23900626
Colombia,273809,23900626
Colombia,790410,23900626
Colombia,415156,23900626
Colombia,258750,23900626
Colombia,417211,23900626
Colombia,721772,23900626
Colombia,348240,23900626
Colombia,86713,23900626
Colombia,366831,23900626
Colombia,371138.5,23900626
Colombia,1521245.5,23900626
Colombia,887000,23900626
Colombia,5917,23900626
Colombia,46012.5,23900626
Colombia,2648489.5,23900626
Colombia,2216418,23900626
Colombia,7052830.5,23900626
Comoros,85785,85785
Congo (Brazzaville),22760,2245896
Congo (Brazzaville),13882,2245896
Congo (Brazzaville),7786.5,2245896
Congo (Brazzaville),20859,2245896
Congo (Brazzaville),6396,2245896
Congo (Brazzaville),12244,2245896
Congo (Brazzaville),29011,2245896
Congo (Brazzaville),10335,2245896
Congo (Brazzaville),20950,2245896
Congo (Brazzaville),24583.5,2245896
Congo (Brazzaville),97929.5,2245896
Congo (Brazzaville),20877,2245896
Congo (Brazzaville),9650.5,2245896
Congo (Brazzaville),26117.5,2245896
Congo (Brazzaville),60629,2245896
Congo (Brazzaville),602440.5,2245896
Congo (Brazzaville),1259445,2245896
Congo (Kinshasa),1192,16481944
Congo (Kinshasa),17667,16481944
Congo (Kinshasa),17402,16481944
Congo (Kinshasa),2896,16481944
Congo (Kinshasa),291,16481944
Congo (Kinshasa),64639,16481944
Congo (Kinshasa),52216,16481944
Congo (Kinshasa),24679.5,16481944
Congo (Kinshasa),35197,16481944
Congo (Kinshasa),31583,16481944
Congo (Kinshasa),8968.5,16481944
Congo (Kinshasa),18035.5,16481944
Congo (Kinshasa),46881,16481944
Congo (Kinshasa),2819,16481944
Congo (Kinshasa),149,16481944
Congo (Kinshasa),61537,16481944
Congo (Kinshasa),82122,16481944
Congo (Kinshasa),22953,16481944
Congo (Kinshasa),241,16481944
Congo (Kinshasa),22605.5,16481944
Congo (Kinshasa),45644.5,16481944
Congo (Kinshasa),42310.5,16481944
Congo (Kinshasa),177,16481944
Congo (Kinshasa),19946,16481944
Congo (Kinshasa),18748,16481944
Congo (Kinshasa),24013.5,16481944
Congo (Kinshasa),603,16481944
Congo (Kinshasa),45222,16481944
Congo (Kinshasa),17682.5,16481944
Congo (Kinshasa),17008.5,16481944
Congo (Kinshasa),71125.5,16481944
Congo (Kinshasa),153915,16481944
Congo (Kinshasa),10578,16481944
Congo (Kinshasa),22645,16481944
Congo (Kinshasa),141950.5,16481944
Congo (Kinshasa),19896,16481944
Congo (Kinshasa),2216,16481944
Congo (Kinshasa),19719.5,16481944
Congo (Kinshasa),194,16481944
Congo (Kinshasa),1313,16481944
Congo (Kinshasa),37366,16481944
Congo (Kinshasa),26142.5,16481944
Congo (Kinshasa),26803,16481944
Congo (Kinshasa),105769.5,16481944
Congo (Kinshasa),68244,16481944
Congo (Kinshasa),7854,16481944
Congo (Kinshasa),15397,16481944
Congo (Kinshasa),11969,16481944
Congo (Kinshasa),861,16481944
Congo (Kinshasa),10006,16481944
Congo (Kinshasa),20900.5,16481944
Congo (Kinshasa),32946.5,16481944
Congo (Kinshasa),87839.5,16481944
Congo (Kinshasa),18934.5,16481944
Congo (Kinshasa),68572.5,16481944
Congo (Kinshasa),21851,16481944
Congo (Kinshasa),211275.5,16481944
Congo (Kinshasa),64270,16481944
Congo (Kinshasa),157847.5,16481944
Congo (Kinshasa),44195,16481944
Congo (Kinshasa),17721.5,16481944
Congo (Kinshasa),142136,16481944
Congo (Kinshasa),20688.5,16481944
Congo (Kinshasa),30181,16481944
Congo (Kinshasa),201256.5,16481944
Congo (Kinshasa),178638,16481944
Congo (Kinshasa),331084,16481944
Congo (Kinshasa),164353,16481944
Congo (Kinshasa),199306,16481944
Congo (Kinshasa),153328.5,16481944
Congo (Kinshasa),428411,16481944
Congo (Kinshasa),46111,16481944
Congo (Kinshasa),101180,16481944
Congo (Kinshasa),229590.5,16481944
Congo (Kinshasa),558814,16481944
Congo (Kinshasa),107997.5,16481944
Congo (Kinshasa),614273,16481944
Congo (Kinshasa),59059,16481944
Congo (Kinshasa),1084880.5,16481944
Congo (Kinshasa),176615.5,16481944
Congo (Kinshasa),220512,16481944
Congo (Kinshasa),144124,16481944
Congo (Kinshasa),128029.5,16481944
Congo (Kinshasa),465973,16481944
Congo (Kinshasa),212985.5,16481944
Congo (Kinshasa),418000,16481944
Congo (Kinshasa),1114317,16481944
Congo (Kinshasa),6704351.5,16481944
Cook Islands,2525,2525
Costa Rica,21947,1216465.5
Costa Rica,111770,1216465.5
Costa Rica,6777,1216465.5
Costa Rica,217618.5,1216465.5
Costa Rica,15365,1216465.5
Costa Rica,1150,1216465.5
Costa Rica,46376,1216465.5
Costa Rica,3515.5,1216465.5
Costa Rica,29208,1216465.5
Costa Rica,41538,1216465.5
Costa Rica,4297.5,1216465.5
Costa Rica,74041,1216465.5
Costa Rica,642862,1216465.5
Croatia,37112,1474150
Croatia,51593,1474150
Croatia,156082,1474150
Croatia,79230,1474150
Croatia,32711,1474150
Croatia,195527.5,1474150
Croatia,59201.5,1474150
Croatia,60338.5,1474150
Croatia,91608.5,1474150
Croatia,710746,1474150
Cuba,122343.5,5381876.5
Cuba,85110,5381876.5
Cuba,37676,5381876.5
Cuba,57445,5381876.5
Cuba,25431,5381876.5
Cuba,34973,5381876.5
Cuba,146549.5,5381876.5
Cuba,22915,5381876.5
Cuba,101710.5,5381876.5
Cuba,57551.5,5381876.5
Cuba,46796,5381876.5
Cuba,107433,5381876.5
Cuba,177623,5381876.5
Cuba,47745.5,5381876.5
Cuba,179898,5381876.5
Cuba,46024.5,5381876.5
Cuba,135303,5381876.5
Cuba,40677,5381876.5
Cuba,40752.5,5381876.5
Cuba,173304,5381876.5
Cuba,321583.5,5381876.5
Cuba,245069.5,5381876.5
Cuba,309639.5,5381876.5
Cuba,234900,5381876.5
Cuba,500964,5381876.5
Cuba,2082458.5,5381876.5
Curacao,146813,146813
Cyprus,48947,446770
Cyprus,35961,446770
Cyprus,149486,446770
Cyprus,212376,446770
Czech Republic,94105,2254390
Czech Republic,95195,2254390
Czech Republic,97452,2254390
Czech Republic,99972.5,2254390
Czech Republic,97829,2254390
Czech Republic,161043,2254390
Czech Republic,52010.5,2254390
Czech Republic,101893.5,2254390
Czech Republic,378918,2254390
Czech Republic,97902.5,2254390
Czech Republic,396025.5,2254390
Czech Republic,582043.5,2254390
Denmark,51177,1862032.5
Denmark,28313,1862032.5
Denmark,7167,1862032.5
Denmark,32944,1862032.5
Denmark,42284.5,1862032.5
Denmark,28366.5,1862032.5
Denmark,152076.5,1862032.5
Denmark,68076,1862032.5
Denmark,22385,1862032.5
Denmark,111917.5,1862032.5
Denmark,232325.5,1862032.5
Denmark,1085000,1862032.5
Djibouti,12043,843050
Djibouti,22193,843050
Djibouti,32165.5,843050
Djibouti,13142,843050
Djibouti,763506.5,843050
Dominica,19953.5,19953.5
Dominican Republic,16380,4431441
Dominican Republic,48297,4431441
Dominican Republic,41641,4431441
Dominican Republic,119897,4431441
Dominican Republic,16398,4431441
Dominican Republic,61834,4431441
Dominican Republic,45299,4431441
Dominican Republic,6567,4431441
Dominican Republic,35901,4431441
Dominican Republic,11072,4431441
Dominican Republic,59139,4431441
Dominican Republic,73269,4431441
Dominican Republic,66709,4431441
Dominican Republic,35999,4431441
Dominican Republic,15532,4431441
Dominican Republic,33862,4431441
Dominican Republic,11432,4431441
Dominican Republic,154040,4431441
Dominican Republic,23547,4431441
Dominican Republic,123787,4431441
Dominican Republic,22200.5,4431441
Dominican Republic,132811.5,4431441
Dominican Republic,138650.5,4431441
Dominican Republic,211019.5,4431441
Dominican Republic,16852.5,4431441
Dominican Republic,83644,4431441
Dominican Republic,795,4431441
Dominican Republic,202471.5,4431441
Dominican Republic,72950,4431441
Dominican Republic,1471007.5,4431441
Dominican Republic,1078436.5,4431441
East Timor,213947,213947
Ecuador,24881,6141603.5
Ecuador,83000,6141603.5
Ecuador,16981,6141603.5
Ecuador,2000,6141603.5
Ecuador,5122,6141603.5
Ecuador,23933,6141603.5
Ecuador,51982,6141603.5
Ecuador,24616.5,6141603.5
Ecuador,14294,6141603.5
Ecuador,91848,6141603.5
Ecuador,8252.5,6141603.5
Ecuador,15589,6141603.5
Ecuador,11748,6141603.5
Ecuador,11581.5,6141603.5
Ecuador,73344.5,6141603.5
Ecuador,55433.5,6141603.5
Ecuador,59873,6141603.5
Ecuador,40379,6141603.5
Ecuador,28741,6141603.5
Ecuador,293,6141603.5
Ecuador,20644,6141603.5
Ecuador,27231.5,6141603.5
Ecuador,217897,6141603.5
Ecuador,24149,6141603.5
Ecuador,6985.5,6141603.5
Ecuador,20209,6141603.5
Ecuador,134365.5,6141603.5
Ecuador,127703.5,6141603.5
Ecuador,191963.5,6141603.5
Ecuador,205578.5,6141603.5
Ecuador,122082,6141603.5
Ecuador,176941,6141603.5
Ecuador,148471,6141603.5
Ecuador,281921,6141603.5
Ecuador,8147.5,6141603.5
Ecuador,1550407,6141603.5
Ecuador,2233014.5,6141603.5
Egypt,182900,24656196
Egypt,167029,24656196
Egypt,285097,24656196
Egypt,143970,24656196
Egypt,404901,24656196
Egypt,470474,24656196
Egypt,540247,24656196
Egypt,188149,24656196
Egypt,82756,24656196
Egypt,4938,24656196
Egypt,14212,24656196
Egypt,7330,24656196
Egypt,371350,24656196
Egypt,121281,24656196
Egypt,179934.5,24656196
Egypt,68853,24656196
Egypt,339537,24656196
Egypt,128970.5,24656196
Egypt,5000,24656196
Egypt,1716,24656196
Egypt,84667.5,24656196
Egypt,268694.5,24656196
Egypt,115475.5,24656196
Egypt,404709.5,24656196
Egypt,10,24656196
Egypt,21035.5,24656196
Egypt,21300,24656196
Egypt,153753,24656196
Egypt,2681863,24656196
Egypt,23080,24656196
Egypt,363575,24656196
Egypt,181874.5,24656196
Egypt,49991,24656196
Egypt,157204,24656196
Egypt,498230,24656196
Egypt,561932,24656196
Egypt,311582.5,24656196
Egypt,277351.5,24656196
Egypt,420585,24656196
Egypt,548572,24656196
Egypt,3988258,24656196
Egypt,9813807,24656196
El Salvador,34102,1676892
El Salvador,48411,1676892
El Salvador,124694,1676892
El Salvador,39613,1676892
El Salvador,26807,1676892
El Salvador,16152,1676892
El Salvador,37326,1676892
El Salvador,51910,1676892
El Salvador,29271,1676892
El Salvador,23687.5,1676892
El Salvador,139724,1676892
El Salvador,181721.5,1676892
El Salvador,205569.5,1676892
El Salvador,717903.5,1676892
Equatorial Guinea,8462,316128
Equatorial Guinea,8655,316128
Equatorial Guinea,628,316128
Equatorial Guinea,6476.5,316128
Equatorial Guinea,135943.5,316128
Equatorial Guinea,155963,316128
Eritrea,9504,1154485.5
Eritrea,18728.5,1154485.5
Eritrea,142564,1154485.5
Eritrea,148241.5,1154485.5
Eritrea,137585.5,1154485.5
Eritrea,105496,1154485.5
Eritrea,592366,1154485.5
Estonia,11805,626174
Estonia,20309,626174
Estonia,31038,626174
Estonia,65707,626174
Estonia,90033.5,626174
Estonia,40256,626174
Estonia,367025.5,626174
Ethiopia,133097,5762058
Ethiopia,9352,5762058
Ethiopia,61509,5762058
Ethiopia,12826.5,5762058
Ethiopia,104021,5762058
Ethiopia,44368,5762058
Ethiopia,36292,5762058
Ethiopia,89300,5762058
Ethiopia,47021,5762058
Ethiopia,76464,5762058
Ethiopia,39412.5,5762058
Ethiopia,73018,5762058
Ethiopia,82240,5762058
Ethiopia,100110.5,5762058
Ethiopia,27264,5762058
Ethiopia,22423.5,5762058
Ethiopia,24192,5762058
Ethiopia,52507.5,5762058
Ethiopia,65339,5762058
Ethiopia,159929,5762058
Ethiopia,65737,5762058
Ethiopia,54343.5,5762058
Ethiopia,161150,5762058
Ethiopia,33197,5762058
Ethiopia,128306,5762058
Ethiopia,345443.5,5762058
Ethiopia,11772,5762058
Ethiopia,71671,5762058
Ethiopia,11810,5762058
Ethiopia,187823.5,5762058
Ethiopia,95856,5762058
Ethiopia,250325.5,5762058
Ethiopia,155072,5762058
Ethiopia,2928864.5,5762058
Falkland Islands,90,2303
Falkland Islands,2213,2303
Faroe Islands,4664,19062
Faroe Islands,14398,19062
Federated States of Micronesia,4645,4645
Fiji,27329,239245
Fiji,55894,239245
Fiji,24187,239245
Fiji,131835,239245
Finland,47261,2150468.5
Finland,31133,2150468.5
Finland,46550,2150468.5
Finland,20233.5,2150468.5
Finland,71526,2150468.5
Finland,6516.5,2150468.5
Finland,91581,2150468.5
Finland,90502,2150468.5
Finland,54516.5,2150468.5
Finland,12242,2150468.5
Finland,8883,2150468.5
Finland,46714,2150468.5
Finland,97508,2150468.5
Finland,53388,2150468.5
Finland,175442.5,2150468.5
Finland,17060,2150468.5
Finland,132685,2150468.5
Finland,30085,2150468.5
Finland,48930,2150468.5
Finland,230983,2150468.5
Finland,836728.5,2150468.5
France,77490.5,16988693.5
France,56577.5,16988693.5
France,2069.5,16988693.5
France,2781.5,16988693.5
France,52998.5,16988693.5
France,85383.5,16988693.5
France,178329.5,16988693.5
France,89268,16988693.5
France,145309,16988693.5
France,128663,16988693.5
France,53480,16988693.5
France,185865.5,16988693.5
France,144192.5,16988693.5
France,55608.5,16988693.5
France,124193,16988693.5
France,1558,16988693.5
France,220982,16988693.5
France,273563,16988693.5
France,172622,16988693.5
France,20850.5,16988693.5
France,881,16988693.5
France,60991,16988693.5
France,150361.5,16988693.5
France,71532,16988693.5
France,142914,16988693.5
France,143392.5,16988693.5
France,357903,16988693.5
France,46295,16988693.5
France,46905,16988693.5
France,40558.5,16988693.5
France,263197,16988693.5
France,77759.5,16988693.5
France,287753,16988693.5
France,158891.5,16988693.5
France,35088.5,16988693.5
France,44958.5,16988693.5
France,38034,16988693.5
France,159864,16988693.5
France,70163.5,16988693.5
France,188858.5,16988693.5
France,170725,16988693.5
France,39084,16988693.5
France,321417.5,16988693.5
France,85416,16988693.5
France,54457,16988693.5
France,61244,16988693.5
France,177939,16988693.5
France,83317,16988693.5
France,118908.5,16988693.5
France,163442,16988693.5
France,187155,16988693.5
France,266550,16988693.5
France,81887.5,16988693.5
France,307,16988693.5
France,23979,16988693.5
France,23099,16988693.5
France,204329.5,16988693.5
France,632810,16988693.5
France,640027.5,16988693.5
France,146687.5,16988693.5
France,636164,16988693.5
France,357408.5,16988693.5
France,22425.5,16988693.5
France,76903.5,16988693.5
France,517422,16988693.5
France,1097405.5,16988693.5
France,214048,16988693.5
France,163621,16988693.5
France,947658.5,16988693.5
France,57179.5,16988693.5
France,4957588.5,16988693.5
French Polynesia,78856,78856
Gabon,24831,918116
Gabon,19365,918116
Gabon,3170,918116
Gabon,15320.5,918116
Gabon,3998.5,918116
Gabon,13967,918116
Gabon,23012,918116
Gabon,134,918116
Gabon,4101,918116
Gabon,25234.5,918116
Gabon,1667,918116
Gabon,28633,918116
Gabon,7155,918116
Gabon,14343.5,918116
Gabon,37146.5,918116
Gabon,3996,918116
Gabon,7230.5,918116
Gabon,41056,918116
Gabon,530755.5,918116
Gabon,112999.5,918116
Georgia,181141.5,1678185
Georgia,26751,1678185
Georgia,46001,1678185
Georgia,156770,1678185
Georgia,138674,1678185
Georgia,76219,1678185
Georgia,1052628.5,1678185
Germany,184997,27000921
Germany,96641,27000921
Germany,311739.5,27000921
Germany,588462,27000921
Germany,882381,27000921
Germany,562997.5,27000921
Germany,1157801.5,27000921
Germany,330643,27000921
Germany,284967.5,27000921
Germany,242212.5,27000921
Germany,163338,27000921
Germany,49786,27000921
Germany,239884.5,27000921
Germany,189365,27000921
Germany,51477.5,27000921
Germany,309092.5,27000921
Germany,174934.5,27000921
Germany,274931.5,27000921
Germany,496834,27000921
Germany,253612.5,27000921
Germany,906196.5,27000921
Germany,146703,27000921
Germany,1337587,27000921
Germany,235427.5,27000921
Germany,78384.5,27000921
Germany,444779,27000921
Germany,127598.5,27000921
Germany,198865,27000921
Germany,618815,27000921
Germany,130784,27000921
Germany,103857,27000921
Germany,99941.5,27000921
Germany,91884,27000921
Germany,223798.5,27000921
Germany,251092.5,27000921
Germany,209976,27000921
Germany,472871,27000921
Germany,146755,27000921
Germany,76488,27000921
Germany,52696,27000921
Germany,151146,27000921
Germany,141991.5,27000921
Germany,94910.5,27000921
Germany,181693.5,27000921
Germany,227378.5,27000921
Germany,523750,27000921
Germany,60172,27000921
Germany,200686.5,27000921
Germany,1775644,27000921
Germany,635705,27000921
Germany,618270.5,27000921
Germany,983697.5,27000921
Germany,552184.5,27000921
Germany,1787332,27000921
Germany,1748058.5,27000921
Germany,1267695.5,27000921
Germany,3250007,27000921
Ghana,70299,5202198
Ghana,342871,5202198
Ghana,30841.5,5202198
Ghana,68303.5,5202198
Ghana,65212,5202198
Ghana,76891.5,5202198
Ghana,158986.5,5202198
Ghana,36484.5,5202198
Ghana,41911,5202198
Ghana,139265.5,5202198
Ghana,54914.5,5202198
Ghana,126459.5,5202198
Ghana,184969.5,5202198
Ghana,81521,5202198
Ghana,1468575.5,5202198
Ghana,212560,5202198
Ghana,2042132,5202198
Gibraltar,106813.5,106813.5
Greece,47246,4338647.5
Greece,5258,4338647.5
Greece,45631,4338647.5
Greece,320881,4338647.5
Greece,97528.5,4338647.5
Greece,66646.5,4338647.5
Greece,56095,4338647.5
Greece,48711.5,4338647.5
Greece,32760,4338647.5
Greece,27765.5,4338647.5
Greece,15842,4338647.5
Greece,59379,4338647.5
Greece,22311,4338647.5
Greece,120122.5,4338647.5
Greece,75158,4338647.5
Greece,28825,4338647.5
Greece,25422,4338647.5
Greece,63200,4338647.5
Greece,8770,4338647.5
Greece,50850.5,4338647.5
Greece,50910.5,4338647.5
Greece,49395.5,4338647.5
Greece,12260,4338647.5
Greece,18967.5,4338647.5
Greece,56548.5,4338647.5
Greece,159579.5,4338647.5
Greece,61465.5,4338647.5
Greece,134404,4338647.5
Greece,591145,4338647.5
Greece,1985568.5,4338647.5
Greenland,1341,38197.5
Greenland,443,38197.5
Greenland,249,38197.5
Greenland,286,38197.5
Greenland,1862,38197.5
Greenland,469,38197.5
Greenland,10,38197.5
Greenland,3224,38197.5
Greenland,556,38197.5
Greenland,10,38197.5
Greenland,7.5,38197.5
Greenland,204,38197.5
Greenland,4413,38197.5
Greenland,1829,38197.5
Greenland,66,38197.5
Greenland,193,38197.5
Greenland,1299,38197.5
Greenland,145,38197.5
Greenland,5227,38197.5
Greenland,1129,38197.5
Greenland,437,38197.5
Greenland,14798,38197.5
Grenada,30538.5,30538.5
Guam,61755.5,61755.5
Guatemala,40000,2591961.5
Guatemala,36656,2591961.5
Guatemala,25088,2591961.5
Guatemala,82370,2591961.5
Guatemala,39368,2591961.5
Guatemala,45373,2591961.5
Guatemala,69734,2591961.5
Guatemala,147197,2591961.5
Guatemala,16484,2591961.5
Guatemala,41521,2591961.5
Guatemala,45834,2591961.5
Guatemala,36088,2591961.5
Guatemala,23618,2591961.5
Guatemala,69623,2591961.5
Guatemala,59284.5,2591961.5
Guatemala,12302.5,2591961.5
Guatemala,42506.5,2591961.5
Guatemala,82709,2591961.5
Guatemala,29249.5,2591961.5
Guatemala,8584.5,2591961.5
Guatemala,14248,2591961.5
Guatemala,105401.5,2591961.5
Guatemala,54392,2591961.5
Guatemala,54877.5,2591961.5
Guatemala,399983,2591961.5
Guatemala,1009469,2591961.5
Guinea,5479,2745825.5
Guinea,25531,2745825.5
Guinea,14223,2745825.5
Guinea,20052,2745825.5
Guinea,6349,2745825.5
Guinea,2332,2745825.5
Guinea,13990,2745825.5
Guinea,7461,2745825.5
Guinea,30311,2745825.5
Guinea,12358,2745825.5
Guinea,13204,2745825.5
Guinea,221715,2745825.5
Guinea,6062,2745825.5
Guinea,13057,2745825.5
Guinea,11317,2745825.5
Guinea,46880,2745825.5
Guinea,56386,2745825.5
Guinea,34973,2745825.5
Guinea,23729,2745825.5
Guinea,42167.5,2745825.5
Guinea,2607.5,2745825.5
Guinea,14409.5,2745825.5
Guinea,56957,2745825.5
Guinea,99612,2745825.5
Guinea,116270,2745825.5
Guinea,93511,2745825.5
Guinea,110457.5,2745825.5
Guinea,150424.5,2745825.5
Guinea,1494000,2745825.5
Guinea Bissau,10490,473896
Guinea Bissau,6792,473896
Guinea Bissau,1311,473896
Guinea Bissau,14430,473896
Guinea Bissau,9898,473896
Guinea Bissau,9179,473896
Guinea Bissau,26112.5,473896
Guinea Bissau,395683.5,473896
Guyana,11787,349788.5
Guyana,75,349788.5
Guyana,352,349788.5
Guyana,1467.5,349788.5
Guyana,11340.5,349788.5
Guyana,3113,349788.5
Guyana,28041.5,349788.5
Guyana,2972,349788.5
Guyana,40956.5,349788.5
Guyana,249683.5,349788.5
Haiti,30917,2202262
Haiti,34657,2202262
Haiti,18590,2202262
Haiti,11465,2202262
Haiti,33563,2202262
Haiti,122728.5,2202262
Haiti,125819.5,2202262
Haiti,208151,2202262
Haiti,1616371,2202262
Honduras,15774,1968091
Honduras,5318,1968091
Honduras,17555,1968091
Honduras,15119,1968091
Honduras,7909,1968091
Honduras,8780,1968091
Honduras,2371,1968091
Honduras,7514,1968091
Honduras,30464.5,1968091
Honduras,31641,1968091
Honduras,7366.5,1968091
Honduras,4067,1968091
Honduras,4760,1968091
Honduras,35564,1968091
Honduras,64963,1968091
Honduras,87650.5,1968091
Honduras,138072,1968091
Honduras,584778.5,1968091
Honduras,898424,1968091
Hong Kong S.A.R.,5878789.5,5878789.5
Hungary,62023,3668634
Hungary,61898,3668634
Hungary,70541,3668634
Hungary,34174,3668634
Hungary,39640,3668634
Hungary,65206,3668634
Hungary,56647,3668634
Hungary,94526,3668634
Hungary,111871,3668634
Hungary,122959.5,3668634
Hungary,146589,3668634
Hungary,171455.5,3668634
Hungary,132173,3668634
Hungary,88137,3668634
Hungary,35200.5,3668634
Hungary,210197,3668634
Hungary,176324,3668634
Hungary,217705,3668634
Hungary,92367.5,3668634
Hungary,1679000,3668634
Iceland,1783,176661.5
Iceland,1822.5,176661.5
Iceland,2191,176661.5
Iceland,5030.5,176661.5
Iceland,1695,176661.5
Iceland,1949.5,176661.5
Iceland,14754,176661.5
Iceland,7377,176661.5
Iceland,140059,176661.5
India,65586,174598311.5
India,173503,174598311.5
India,197340,174598311.5
India,250521,174598311.5
India,317245,174598311.5
India,423039,174598311.5
India,190855,174598311.5
India,146787,174598311.5
India,60725.5,174598311.5
India,27359,174598311.5
India,1576614,174598311.5
India,177683.5,174598311.5
India,69033,174598311.5
India,158142,174598311.5
India,553948,174598311.5
India,126882,174598311.5
India,164435,174598311.5
India,131008,174598311.5
India,161555,174598311.5
India,306409,174598311.5
India,330511,174598311.5
India,198612,174598311.5
India,242920,174598311.5
India,349706,174598311.5
India,54300,174598311.5
India,23779,174598311.5
India,214146.5,174598311.5
India,170884,174598311.5
India,292808,174598311.5
India,225049,174598311.5
India,122631,174598311.5
India,187624,174598311.5
India,176995.5,174598311.5
India,150805,174598311.5
India,268928,174598311.5
India,187866,174598311.5
India,90276,174598311.5
India,304804,174598311.5
India,192827,174598311.5
India,230671,174598311.5
India,170000.5,174598311.5
India,258498,174598311.5
India,346971.5,174598311.5
India,394163,174598311.5
India,176783,174598311.5
India,201026,174598311.5
India,236869.5,174598311.5
India,554730,174598311.5
India,10688,174598311.5
India,209939.5,174598311.5
India,135533,174598311.5
India,486802.5,174598311.5
India,240601,174598311.5
India,241926.5,174598311.5
India,252103.5,174598311.5
India,601214,174598311.5
India,333977.5,174598311.5
India,563103,174598311.5
India,119806,174598311.5
India,58851,174598311.5
India,152393,174598311.5
India,92113,174598311.5
India,364926,174598311.5
India,130603,174598311.5
India,329224,174598311.5
India,358171,174598311.5
India,208748.5,174598311.5
India,166532.5,174598311.5
India,318789.5,174598311.5
India,485961.5,174598311.5
India,229384,174598311.5
India,283228,174598311.5
India,166480,174598311.5
India,153047,174598311.5
India,182218,174598311.5
India,239754,174598311.5
India,619710.5,174598311.5
India,320434,174598311.5
India,296418,174598311.5
